Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2014 JIF
KNOWLEDGE-BASED SYSTEMS,KNOWL-BASED SYST,0950-7051,1872-7409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",3424,2.947
APPLIED SOFT COMPUTING,APPL SOFT COMPUT,1568-4946,1872-9681,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",6210,2.81
NEURAL NETWORKS,NEURAL NETWORKS,0893-6080,1879-2782,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",6625,2.708
IEEE Transactions on Affective Computing,IEEE T AFFECT COMPUT,1949-3045,1949-3045,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",347,2.675
IEEE Computational Intelligence Magazine,IEEE COMPUT INTELL M,1556-603X,1556-6048,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",600,2.571
Journal of Web Semantics,J WEB SEMANT,1570-8268,1873-7749,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",777,2.55
JOURNAL OF MACHINE LEARNING RESEARCH,J MACH LEARN RES,1532-4435,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",8422,2.473
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,INT J APPROX REASON,0888-613X,1873-4731,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2735,2.451
EVOLUTIONARY COMPUTATION,EVOL COMPUT,1063-6560,1530-9304,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1887,2.366
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,1541-1672,1941-1294,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1696,2.34
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,0169-7439,1873-3239,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",6189,2.321
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,0167-9236,1873-5797,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",5149,2.313
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1731,2.27
EXPERT SYSTEMS WITH APPLICATIONS,EXPERT SYST APPL,0957-4174,1873-6793,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",19810,2.24
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,0952-1976,1873-6769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",3329,2.207
NEURAL COMPUTATION,NEURAL COMPUT,0899-7667,1530-888X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",7782,2.207
N/A,IEEE T SYST MAN CY C,1094-6977,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2459,2.171
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,1568-4539,1573-2908,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",495,2.163
Swarm Intelligence,SWARM INTELL-US,1935-3812,1935-3820,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",312,2.16
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,1573-7462,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",996,2.111
NEUROCOMPUTING,NEUROCOMPUTING,0925-2312,1872-8286,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",8869,2.083
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,1558-2191,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",5561,2.067
AUTONOMOUS ROBOTS,AUTON ROBOT,0929-5593,1573-7527,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1350,2.066
Journal of Real-Time Image Processing,J REAL-TIME IMAGE PR,1861-8200,1861-8219,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",275,2.02
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIF INTELL MED,0933-3657,1873-2860,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1475,2.019
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MIN KNOWL DISC,1384-5810,1573-756X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2064,1.987
IEEE Transactions on Human-Machine Systems,IEEE T HUM-MACH SYST,2168-2291,2168-2305,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",114,1.982
MACHINE LEARNING,MACH LEARN,0885-6125,1573-0565,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",8649,1.889
INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,0884-8173,1098-111X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1830,1.886
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,1875-8967,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",963,1.812
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,0219-3116,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1565,1.782
COMPUTER SPEECH AND LANGUAGE,COMPUT SPEECH LANG,0885-2308,1095-8363,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",954,1.753
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,0956-5515,1572-8145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1791,1.731
MECHATRONICS,MECHATRONICS,0957-4158,0957-4158,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2367,1.726
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,1873-5320,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",981,1.627
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,WIRES DATA MIN KNOWL,1942-4787,1942-4795,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",217,1.594
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1872-8138,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",4051,1.587
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,1433-3058,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2159,1.569
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,1573-7683,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1566,1.552
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,0167-8655,1872-7344,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",7287,1.551
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,1077-3142,1090-235X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",3662,1.54
JOURNAL OF CHEMOMETRICS,J CHEMOMETR,0886-9383,1099-128X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",3151,1.5
N/A,IEEE T COMP INTEL AI,1943-068X,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",212,1.481
N/A,IEEE T AUTON MENT DE,1943-0604,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",256,1.478
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,1573-773X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",840,1.448
Cognitive Computation,COGN COMPUT,1866-9956,1866-9964,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",373,1.44
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1793-6845,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",669,1.406
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1530-9185,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",593,1.386
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1432-1769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1145,1.351
SOFT COMPUTING,SOFT COMPUT,1432-7643,1433-7479,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1978,1.271
CONSTRAINTS,CONSTRAINTS,1383-7133,1572-9354,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",291,1.257
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,1076-9757,1943-5037,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2214,1.257
ROBOTICS AND AUTONOMOUS SYSTEMS,ROBOT AUTON SYST,0921-8890,1872-793X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2326,1.256
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1387-2532,1573-7454,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",583,1.254
ACM Transactions on Intelligent Systems and Technology,ACM T INTEL SYST TEC,2157-6904,2157-6912,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1540,1.252
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,2083-8492,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",778,1.227
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,0891-2017,1530-9312,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1407,1.226
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,1573-0409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1202,1.178
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1572-9397,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",876,1.135
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1872-6933,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1276,1.115
International Journal of Fuzzy Systems,INT J FUZZY SYST,1562-2479,2199-3211,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",410,1.095
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,1876-1372,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",188,1.063
International Journal on Document Analysis and Recognition,INT J DOC ANAL RECOG,1433-2833,1433-2825,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",355,1.0
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,1362-3079,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",271,1.0
Memetic Computing,MEMET COMPUT,1865-9284,1865-9292,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",123,1.0
IET Computer Vision,IET COMPUT VIS,1751-9632,1751-9640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",232,0.963
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,0218-4885,1793-6411,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1141,0.954
N/A,ACM T AUTON ADAP SYS,1556-4665,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",235,0.922
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1573-7632,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",172,0.903
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,1552-6291,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",247,0.903
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,1573-7675,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",515,0.886
JOURNAL OF AUTOMATED REASONING,J AUTOM REASONING,0168-7433,1573-0670,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",469,0.881
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,1361-6536,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",660,0.87
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,1741-2633,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",465,0.859
IET Biometrics,IET BIOMETRICS,2047-4938,2047-4946,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",38,0.857
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1360-0494,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",276,0.842
N/A,COGN SYST RES,1389-0417,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",408,0.831
Journal on Multimodal User Interfaces,J MULTIMODAL USER IN,1783-7677,1783-8738,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",105,0.797
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,1469-8005,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",579,0.766
EXPERT SYSTEMS,EXPERT SYST,0266-4720,1468-0394,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",351,0.761
Natural Computing,NAT COMPUT,1567-7818,1572-9796,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",462,0.757
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,1012-2443,1573-7470,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",580,0.691
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL-US,0824-7935,1467-8640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",475,0.673
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,1793-6381,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",828,0.669
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,1433-755X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",522,0.646
Natural Language Engineering,NAT LANG ENG,1351-3249,1469-8110,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",255,0.639
Information Technology and Control,INF TECHNOL CONTROL,1392-124X,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",133,0.623
Applied Ontology,APPL ONTOL,1570-5838,1875-8533,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",113,0.615
Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,1571-4128,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",572,0.606
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,1469-1760,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",389,0.604
AI MAGAZINE,AI MAG,0738-4602,2371-9621,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",713,0.595
International Arab Journal of Information Technology,INT ARAB J INF TECHN,1683-3198,1683-3198,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",221,0.582
N/A,J APPL LOGIC,1570-8683,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",162,0.576
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,1875-6883,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",435,0.574
MINDS AND MACHINES,MIND MACH,0924-6495,1572-8641,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",249,0.568
AI COMMUNICATIONS,AI COMMUN,0921-7126,1875-8452,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",330,0.547
Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,1582-7445,1844-7600,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",189,0.529
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,1087-6545,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",506,0.527
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,1335-9150,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",246,0.504
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,1555-6530,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",287,0.483
Neural Network World,NEURAL NETW WORLD,1210-0552,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",197,0.479
Turkish Journal of Electrical Engineering and Computer Sciences,TURK J ELECTR ENG CO,1300-0632,1303-6203,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",298,0.407
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0127-9084,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",74,0.405
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,1793-6349,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",282,0.393
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,1793-6403,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",202,0.362
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,1542-3999,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",225,0.346
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,2326-005X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",175,0.218
Traitement du Signal,TRAIT SIGNAL,0765-0019,1958-5608,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",50,0.103
