Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2009 JIF
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1573-7632,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",58,1.091
International Journal of Fuzzy Systems,INT J FUZZY SYST,1562-2479,2199-3211,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",215,1.09
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,1568-4539,1573-2908,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",136,1.059
AI MAGAZINE,AI MAG,0738-4602,2371-9621,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1180,1.018
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,1573-773X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",634,1.015
APPLIED INTELLIGENCE,APPL INTELL,0924-669X,1573-7497,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",534,0.988
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,1573-7675,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",545,0.98
IET Computer Vision,IET COMPUT VIS,1751-9632,1751-9640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",33,0.969
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1432-1769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",574,0.952
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,0956-5515,1572-8145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",979,0.938
Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,1571-4128,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",526,0.929
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,1012-2443,1573-7470,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",734,0.893
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,1573-0409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",568,0.858
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,1433-3058,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",474,0.812
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1360-0494,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",420,0.806
MINDS AND MACHINES,MIND MACH,0924-6495,1572-8641,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",266,0.783
AI COMMUNICATIONS,AI COMMUN,0921-7126,1875-8452,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",461,0.755
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,1875-8967,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",336,0.74
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,2083-8492,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",407,0.684
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,1469-1760,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",357,0.636
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,1087-6545,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",621,0.58
N/A,COGN SYST RES,1389-0417,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",251,0.571
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,1362-3079,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",312,0.533
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,1793-6381,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",831,0.512
Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,1582-7445,1844-7600,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",47,0.509
Information Technology and Control,INF TECHNOL CONTROL,1392-124X,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",54,0.495
Neural Network World,NEURAL NETW WORLD,1210-0552,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",180,0.475
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,1335-9150,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",131,0.456
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,1793-6349,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",244,0.436
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,2326-005X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",102,0.349
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,1542-3999,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",70,0.343
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,1793-6403,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",258,0.327
N/A,INT J COMPUT INT SYS,1875-6883,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",10,0.312
N/A,ENG INTELL SYST ELEC,1472-8915,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",70,0.205
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,1555-6530,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",93,0.168
Traitement du Signal,TRAIT SIGNAL,0765-0019,1958-5608,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",78,0.121
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,1573-7462,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",592,0.057
