DOI,Título,Autores,Año,Citas,Revista
10.1007/s12065-013-0092-0,A multi-core parallelization strategy for statistical significance testing in learning classifier systems,James Rudd and Jason H. Moore and Ryan J. Urbanowicz,2013,2,Evolutionary Intelligence
10.1007/s12065-020-00543-0,QoS based deliver model of the packages transportation by the passenger train and solution algorithm,Juhua Yang and Linzhong Liu and Guangwu Chen,2021,0,Evolutionary Intelligence
10.1007/s12065-019-00323-5,Correction to: Visual topic models for healthcare data clustering,K. Rajendra Prasad and Moulana Mohammed and R. M. Noorullah,2021,1,Evolutionary Intelligence
10.1007/s12065-008-0012-x,Exploratory data analysis with artificial immune systems,Ying Wu and Colin Fyfe,2008,3,Evolutionary Intelligence
10.1007/s12065-020-00470-0,Detection of Parkinson’s disease from handwriting using deep learning: a comparative study,Catherine Taleb and Laurence Likforman-Sulem and Chafic Mokbel and Maha Khachab,2020,9,Evolutionary Intelligence
10.1007/s12065-021-00649-z,MOMPA: Multi-objective marine predator algorithm for solving multi-objective optimization problems,Pradeep Jangir and Hitarth Buch and Seyedali Mirjalili and Premkumar Manoharan,2023,11,Evolutionary Intelligence
10.1007/s12065-020-00542-1,A novel algorithm for efficient utilization of gemstone using genetic algorithm,Hiten M. Sadani and Nikhil Kumar Singh and Manish Khare,2021,0,Evolutionary Intelligence
10.1007/s12065-012-0081-8,Special issue on advances in learning classifier systems,Daniele Loiacono and Albert Orriols-Puig and Ryan Urbanowicz,2012,1,Evolutionary Intelligence
10.1007/s12065-018-0180-2,An application of artificial neural network classifier to analyze the behavioral traits of smallholder farmers in Kenya,Pradyot Ranjan Jena and Ritanjali Majhi,2021,3,Evolutionary Intelligence
10.1007/s12065-019-00344-0,A novel stacked sparse denoising autoencoder for mammography restoration to visual interpretation of breast lesion,Swarup Kr Ghosh and Biswajit Biswas and Anupam Ghosh,2021,1,Evolutionary Intelligence
10.1007/s12065-022-00758-3,Diverse activation functions based-hybrid RBF-ELM neural network for medical classification,Roguia Siouda and Mohamed Nemissi and Hamid Seridi,2022,0,Evolutionary Intelligence
