DOI,Título,Autores,Año,Citas,Revista
10.1007/s10601-015-9220-z,Declarative pattern mining using constraint programming,Tias Guns,2015,2,Constraints
10.1007/s10601-015-9230-x,Probabilistic constraint reasoning,Elsa Carvalho,2015,0,Constraints
10.1007/s10601-007-9040-x,"Combining Tree Partitioning, Precedence, and Incomparability Constraints",Nicolas Beldiceanu and Pierre Flener and Xavier Lorca,2008,8,Constraints
10.1007/s10601-006-8055-z,Introduction to the Special Issue on Principles and Practice of Constraint Programming (CP 2005),Barry O’Sullivan and Peter van Beek,2006,0,Constraints
10.1007/s10601-016-9244-z,Breaking symmetries in graph search with canonizing sets,Avraham Itzhakov and Michael Codish,2016,7,Constraints
10.1007/s10601-006-8057-x,Gene Freuder and the Roots of Constraint Computation,David L. Waltz,2006,1,Constraints
10.1007/s10601-012-9132-0,On the reification of global constraints,Nicolas Beldiceanu and Mats Carlsson and Pierre Flener and Justin Pearson,2013,18,Constraints
10.1007/s10601-007-9015-y,A Constraint-based Approach for Annotating Music Scores with Gestural Information,Daniele P. Radicioni and Vincenzo Lombardo,2007,4,Constraints
10.1007/s10601-007-9025-9,Maxx: Test Pattern Optimisation with Local Search Over an Extended Logic,Francisco Azevedo,2007,0,Constraints
10.1023/b:cons.0000036021.31386.cc,"Constraint Solving for Term Orderings Compatible with Abelian Semigroups, Monoids and Groups",Guillem Godoy and Robert Nieuwenhuis,2004,0,Constraints
10.1007/s10601-004-5305-9,Solving Kirkman?s Schoolgirl Problem in a Few Seconds,Nicolas Barnier and Pascal Brisset,2005,9,Constraints
10.1007/s10601-010-9096-x,Introduction to the special issue on Constraint-based approaches to Preference Modelling and Reasoning,Pedro Meseguer and Francesca Rossi and Thomas Schiex,2010,0,Constraints
10.1007/s10601-007-9032-x,Efficient Sequence Alignment with Side-Constraints by Cluster Tree Elimination,Sebastian Will and Anke Busch and Rolf Backofen,2008,1,Constraints
10.1007/s10601-007-9024-x,Automatic Generation of Redundant Models for Permutation Constraint Satisfaction Problems,Yat Chiu Law and Jimmy H. M. Lee and Barbara M. Smith,2007,4,Constraints
10.1007/s10601-015-9219-5,Decision support for disaster management through hybrid optimization,Carleton Coffrin,2015,0,Constraints
10.1007/s10601-016-9259-5,Combining techniques of bounded model checking and constraint programming to aid for error localization,Mohammed Bekkouche,2017,0,Constraints
10.1007/s10601-010-9101-4,Markov constraints: steerable generation of Markov sequences,François Pachet and Pierre Roy,2011,49,Constraints
