DOI,Título,Autores,Año,Citas,Revista
10.1049/iet-ipr:20060147,Block motion estimation using adaptive modified two-bit transform,B. Demir and S. Ertürk,2007,19,IET Image Processing
10.1049/iet-ipr.2019.1315,Target segmentation of industrial smoke image based on LBP Silhouettes coefficient variant (LBPSCV) algorithm,Qingrong Li and Hui Liu and Junpeng Zhang and Pengfei Zeng,2020,2,IET Image Processing
10.1049/iet-ipr.2009.0055,Fast motion estimation approaches for surveillance-type videos in an inter-frame JPEG 2000-based adaptive video coding system,A. Schuchter and A. Uhl,2012,1,IET Image Processing
10.1049/iet-ipr.2019.1648,Improved MR image denoising via low‐ rank approximation and Laplacian‐of‐Gaussian edge detector,Xiaoqun Qiu and Zhen Chen and Saifullah Adnan and Hongwei He,2020,2,IET Image Processing
10.1049/iet-ipr.2019.1007,CPGAN: Conditional patch‐based generative adversarial network for retinal vesselsegmentation,Sadaqat Ali Rammy and Waseem Abbas and Naqy‐Ul Hassan and Asif Raza and Wu Zhang,2020,11,IET Image Processing
10.1049/ipr2.12031,A new recognition algorithm for high‐voltage lines based on improved LSD and convolutional neural networks,Yanhong Luo and Xue Yu and Dongsheng Yang,2021,3,IET Image Processing
10.1049/ipr2.12156,Kernel correlation filter tracking strategy based on adaptive fusion response map,Chunbo Xiu and Yunfei Ma,2022,0,IET Image Processing
10.1049/iet-ipr.2019.0261,Learning mean progressive scattering using binomial truncated loss for image dehazing,Bin Qiu and Xiwen Liang and Zhuo Su and Ruomei Wang and Fan Zhou,2019,2,IET Image Processing
10.1049/iet-ipr.2010.0234,Histogram ordering model-based fast motion estimation,S.-J. Park and S.-M. Hong and H. Lee and S. Jin and J. Jeong,2012,3,IET Image Processing
10.1049/ipr2.12471,End‐to‐end Tangut character database building and recognition method,Jinlin Ma and Yunrui Cao and Ziping Ma and Lin Wei and Chaohua Hao,2022,0,IET Image Processing
10.1049/iet-ipr.2010.0249,Unified framework for colourising corrupted image,C. Yao and X. Yang and L. Chen,2012,1,IET Image Processing
10.1049/iet-ipr.2019.1384,Subpixel image registration regularised by and norms,Qirui Huang and Xuan Yang,2020,0,IET Image Processing
10.1049/iet-ipr.2012.0048,Scalable video coding with multi-layer motion vector palettes,T. Spiteri and J. Núñez-Yáñez,2012,2,IET Image Processing
10.1049/iet-ipr.2008.0225,Wavelet transcoding in the block discrete cosine transform space,K. Viswanath and J. Mukherjee and P.K. Biswas,2010,3,IET Image Processing
10.1049/iet-ipr.2012.0025,Foreground segmentation for dynamic scenes with sudden illumination changes,J. Li and Z. Miao,2012,6,IET Image Processing
10.1049/ipr2.12414,Robust face recognition for occluded real‐world images using constrained probabilistic sparse network,Xiang Ma and Qinqin Ma and Qian Ma and Xiao Han,2022,3,IET Image Processing
10.1049/iet-ipr.2020.0671,Volumetric lung nodule segmentation in thoracic CT scan using freehand sketch,S. Pramod Kumar and Mrityunjaya V. Latte and Sangeeta K. Siri,2020,3,IET Image Processing
10.1049/iet-ipr.2018.6358,Multi‐scale microstructure binary pattern extraction and learning for image representation,Dongbo Zhang and Lianglin Yi and Hongzhong Tang and Ying Zhang and Haixia Xu,2019,2,IET Image Processing
10.1049/ipr2.12201,A photo‐based quality assessment model for the estimation of PM2.5 concentrations,Kezheng Sun and Lijuan Tang and Shuaifeng Huang and Jiansheng Qian,2022,3,IET Image Processing
