DOI,Título,Autores,Año,Citas,Revista
10.1145/3389035,Emoji-Based Sentiment Analysis Using Attention Networks,Yinxia Lou and Yue Zhang and Fei Li and Tao Qian and Donghong Ji,2020,21,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3314941,Multi-Channel Embedding Convolutional Neural Network Model for Arabic Sentiment Classification,Abdelghani Dahou and Shengwu Xiong and Junwei Zhou and Mohamed Abd Elaziz,2019,7,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/2845556,n.m.,,2015,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/2764912,n.m.,,2015,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3578708,Fast and Accurate Framework for Ontology Matching in Web of Things,Asma Belhadi and Youcef Djenouri and Gautam Srivastava and Jerry Chun-Wei Lin,2023,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3448253,Facebook Tells Me Your Gender: An Exploratory Study of Gender Prediction for Turkish Facebook Users,Önder Çoban and Ali İnan and Selma Ayşe Özel,2021,2,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3405843,The Impact of Weighting Schemes and Stemming Process on Topic Modeling of Arabic Long and Short Texts,Tinghuai Ma and Raeed Al-Sabri and Lejun Zhang and Bockarie Marah and Najla Al-Nabhan,2020,9,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3464427,Improving Data Augmentation for Low-Resource NMT Guided by POS-Tagging and Paraphrase Embedding,Mieradilijiang Maimaiti and Yang Liu and Huanbo Luan and Zegao Pan and Maosong Sun,2021,3,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3578582,Fusion Pre-trained Emoji Feature Enhancement for Sentiment Analysis,Jie Chen and Zhiqiang Yao and Shu Zhao and Yanping Zhang,2022,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3327969,n.m.,,2019,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3579165,User Interest Identification with Social Media Information using Natural Language and Meta-Heuristic Technique,Jiangbo Zheng and Ying Liang,2023,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/2786978,Speech Act Identification Using Semantic Dependency Graphs with Probabilistic Context-Free Grammars,Jui-Feng Yeh,2016,1,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/2699925,Preordering using a Target-Language Parser via Cross-Language Syntactic Projection for Statistical Machine Translation,Isao Goto and Masao Utiyama and Eiichiro Sumita and Sadao Kurohashi,2015,4,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/2699927,Towards Machine Translation in Semantic Vector Space,Jiajun Zhang and Shujie Liu and Mu Li and Ming Zhou and Chengqing Zong,2015,1,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3326497,Deep Contextualized Word Embeddings for Universal Dependency Parsing,Yijia Liu and Wanxiang Che and Yuxuan Wang and Bo Zheng and Bing Qin and Ting Liu,2020,2,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3469725,Event Graph Neural Network for Opinion Target Classification of Microblog Comments,Yan Xiang and Zhengtao Yu and Junjun Guo and Yuxin Huang and Yantuan Xian,2023,1,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3473331,Cross-lingual Text Reuse Detection Using Translation Plus Monolingual Analysis for English-Urdu Language Pair,Iqra Muneer and Rao Muhammad Adeel Nawab,2022,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3472618,Developing a Cross-lingual Semantic Word Similarity Corpus for English–Urdu Language Pair,Ghazeefa Fatima and Rao Muhammad Adeel Nawab and Muhammad Salman Khan and Ali Saeed,2022,1,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3486675,Light Diacritic Restoration to Disambiguate Homographs in Modern Arabic Texts,Aqil M. Azmi and Rehab M. Alnefaie and Hatim A. Aboalsamh,2022,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3434238,An OT-ET Analysis of Polish Singular-Plural Pairs,Xiaowen Ji and Jincheng Ni,2021,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3434236,A Systematic Review on Hadith Authentication and Classification Methods,Farid Binbeshr and Amirrudin Kamsin and Manal Mohammed,2021,2,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3447650,Fake News Classification: A Quantitative Research Description,Rachna Jain and Deepak Kumar Jain and n.m. Dharana and Nitika Sharma,2023,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3517196,Design of Intelligent Decision System via Computer Aided Translation Software Evaluation under the Background of Internet of Things,Yueting Xiang and Chengang Zeng and Kaiyang Sun and Kunzhi Tang,2022,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3524111,Linguistic Taboos and Euphemisms in Nepali,Nobal B. Niraula and Saurab Dulal and Diwa Koirala,2022,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3450970,Reinforced NMT for Sentiment and Content Preservation in Low-resource Scenario,Divya Kumari and Asif Ekbal and Rejwanul Haque and Pushpak Bhattacharyya and Andy Way,2021,0,ACM Transactions on Asian and Low-Resource Language Information Processing
10.1145/3464378,Towards Tokenization and Part-of-Speech Tagging for Khmer: Data and Discussion,Hour Kaing and Chenchen Ding and Masao Utiyama and Eiichiro Sumita and Sethserey Sam and Sopheap Seng and Katsuhito Sudoh and Satoshi Nakamura,2021,0,ACM Transactions on Asian and Low-Resource Language Information Processing
