DOI,Título,Autores,Año,Citas,Revista
10.4149/cai_2017_6_1385,New Approach to Categorical Semantics for Procedural Languages,William Steingartner and Valerie Novitzká and Michaela Bačíková and Štefan Korečko,2017,8,Computing and Informatics
10.4149/cai_2017_2_353,Data-Dependency Formalism for Developing Peer-to-Peer Applications,Ayoub Ait Lahcen and Didier Parigot and Salma Mouline,2017,0,Computing and Informatics
10.4149/cai_2017_2_283,SMoT+NCS: Algorithm for Detecting Non-Continuous Stops,Francisco Javier Moreno Arboleda and Holver Patiño and Vania Bogorny,2017,2,Computing and Informatics
10.4149/cai_2017_1_33,Realization and Extension of the Xfrog Approach for Plant Modelling in the Graph-Grammar Based Language XL,Michael Henke and Ole Kniemeyer and Winfried Kurth,2017,0,Computing and Informatics
10.4149/cai_2017_1_55,"Design Pattern Instances within Model Driven Development Based on Abstraction, Concretization and Variability",Peter Lacko and Peter Kajsa and Pavol Návrat,2017,0,Computing and Informatics
10.4149/cai_2018_1_49,Ranking-Based Differential Evolution for Large-Scale Continuous Optimization,Li Guo and Xiang Li and Wenyin Gong,2018,1,Computing and Informatics
10.4149/cai_2017_2_386,Automatic Generation of Basis Component Path Coverage for Software Architecture Testing,Lijun Lun and Shaoting Wang and Xin Chi and Hui Xu,2017,0,Computing and Informatics
10.4149/cai_2017_6_1467,Htab2RDF: Mapping HTML Tables to RDF Triples,Djelloul Bouchiha and Mimoun Malki and Abdullah Alghamdi and Khalid Alnafjan,2017,2,Computing and Informatics
10.4149/cai_2017_5_1041,Agent-Based Model of the Spectrum Auctions with Sensing Imperfections in Dynamic Spectrum Access Networks,Juraj Gazda and Slavomír Šimoňák and Emília Pietriková and Martin Chovanec and Eva Chovancová and Norbert Ádám and Csaba Szabó and Anton Baláž and Branislav Madoš,2017,0,Computing and Informatics
10.4149/cai_2017_4_908,Multimodal Subscriber Interfaces for Infocommunication Systems,Oleg Basov and Irina Kipyatkova and Anton Saveliev,2017,0,Computing and Informatics
10.4149/cai_2018_1_76,Energy Aware Resource Allocation for Clouds Using Two Level Ant Colony Optimization,Ashok Kumar and Rajesh Kumar and Anju Sharma,2018,8,Computing and Informatics
10.4149/cai_2018_1_109,Towards a Formalization of a Framework to Express and Reason about Software Engineering Methods,Miguel Morales-Trujillo and Hanna Oktaba and Francisco Hernández-Quiroz and Boris Escalante-Ramírez,2018,1,Computing and Informatics
10.4149/cai_2018_1_213,Ellipse Detection in Forensic Blood Stain Images Analysis,Tomas Wójtowicz and Dariusz Bułka,2018,1,Computing and Informatics
10.4149/cai_2017_6_1492,Using a Full Spectral Raytracer for Calculating Light Microclimate in Functional-Structural Plant Modelling,Michael Henke and Gerhard H. Buck-Sorlin,2017,26,Computing and Informatics
10.4149/cai_2017_5_1063,Modeling of Object-Oriented Programs with Petri Net Structured Objects,Dmitriy Kharitonov and George Tarasov and Evgeniy Golenkov,2017,2,Computing and Informatics
10.4149/cai_2017_1_205,Kernel Feature Extraction for Hyperspectral Image Classification Using Chunklet Constraints,Haishi Zhao and Laijun Lu and Chen Yang and Renchun Guan,2017,0,Computing and Informatics
10.4149/cai_2018_1_1,Two-Layer Load Balancing for Onedata System,Łukasz Opioła and Łukasz Dutka and Michał Wrzeszcz and Renata Słota and Jacek Kitowski,2018,2,Computing and Informatics
10.4149/cai_2017_4_925,Optimizing Memory Usage in L4-Based Microkernel,Petre Eftime and Lucian Mogosanu and Mihai Carabas and Rãzvan Deaconescu and Laura Gheorghe and Valentin Gabriel Voiculescu,2017,1,Computing and Informatics
10.4149/cai_2017_3_618,Coupled Multiple Kernel Learning for Supervised Classification,En Zhu and Qiang Liu and Jianping Yin,2017,1,Computing and Informatics
10.4149/cai_2017_4_815,Supervised Sparsity Preserving Projections for Face Recognition,Yingchun Ren and Yufei Chen and Xiaodong Yue,2017,0,Computing and Informatics
10.4149/cai_2017_5_1088,A Practical Index for Approximate Dictionary Matching with Few Mismatches,Aleksander Cisłak and Szymon Grabowski,2017,1,Computing and Informatics
10.4149/cai_2017_3_597,Comparison of Filter Techniques for Two-Step Feature Selection,Peter Drotár and Slavomír Šimoňák and Emília Pietriková and Martin Chovanec and Eva Chovancová and Norbert Ádám and Csaba Szabó and Anton Baláž and Miroslav Biňas,2017,2,Computing and Informatics
