DOI,Título,Autores,Año,Citas,Revista
10.1007/s13042-011-0044-x,A robust framework for face contour detection from clutter background,Xun Gong and Xin-Xin Li and Lin Feng and Ran Xia,2012,5,International Journal of Machine Learning and Cybernetics
10.1007/s13042-013-0160-x,Topological approach to multigranulation rough sets,Guoping Lin and Jiye Liang and Yuhua Qian,2014,13,International Journal of Machine Learning and Cybernetics
10.1007/s13042-021-01469-4,Correction to: Recent advances in multiple criteria decision making techniques,Yulin He and Xizhao Wang and Joshua Zhexue Huang,2022,0,International Journal of Machine Learning and Cybernetics
10.1007/s13042-013-0204-2,Decision implications: a logical point of view,Zhai Yanhui and Li Deyu and Qu Kaishe,2014,13,International Journal of Machine Learning and Cybernetics
10.1007/s13042-018-0784-y,Semi-supervised rough fuzzy Laplacian Eigenmaps for dimensionality reduction,Minghua Ma and Tingquan Deng and Ning Wang and Yanmei Chen,2019,10,International Journal of Machine Learning and Cybernetics
10.1007/s13042-017-0765-6,Fractional-Grey Wolf optimizer-based kernel weighted regression model for multi-view face video super resolution,Amar B. Deshmukh and N. Usha Rani,2019,9,International Journal of Machine Learning and Cybernetics
10.1007/s13042-015-0362-5,Query ranking model for search engine query recommendation,JianGuo Wang and Joshua Zhexue Huang and Jiafeng Guo and Yanyan Lan,2017,4,International Journal of Machine Learning and Cybernetics
10.1007/s13042-018-0833-6,Metaheuristic-based extreme learning machines: a review of design formulations and applications,Mohammed Eshtay and Hossam Faris and Nadim Obeid,2019,26,International Journal of Machine Learning and Cybernetics
10.1007/s13042-012-0116-6,Independence of axiom sets on intuitionistic fuzzy rough approximation operators,Xiaoping Yang and Yu Yang,2013,10,International Journal of Machine Learning and Cybernetics
10.1007/s13042-019-00935-4,"Study of the polytope of the $${{\,\mathrm{at \text{-} least}\,}}$$at-least predicate",Niko Kaso and Serge Kruk,2019,0,International Journal of Machine Learning and Cybernetics
10.1007/s13042-012-0125-5,The effect of varying levels of class distribution on bagging for different algorithms: An empirical study,Guohua Liang and Xingquan Zhu and Chengqi Zhang,2014,2,International Journal of Machine Learning and Cybernetics
10.1007/s13042-015-0368-z,Analysis and optimization of an 8 bar mechanism,C. Balasubramanyam and Amogh B. Shetty and K. R. Spandana and M. S. Ajay and B. Amoghavarsha and K. N. Seetharamu,2015,0,International Journal of Machine Learning and Cybernetics
10.1007/s13042-013-0175-3,A weighted SOM for classifying data with instance-varying importance,Peter Sarlin,2014,8,International Journal of Machine Learning and Cybernetics
10.1007/s13042-017-0654-z,Neural network observer-based leader-following consensus of heterogenous nonlinear uncertain systems,Zhilin Liu and Li Su and Zongyang Ji,2018,8,International Journal of Machine Learning and Cybernetics
10.1007/s13042-015-0472-0,The mean square stability analysis of a stochastic dynamic model for electricity market,Zhanhui Lu and Weijuan Wang and Quanxin Zhu and Gengyin Li,2017,1,International Journal of Machine Learning and Cybernetics
10.1007/s13042-011-0060-x,An innovative face image enhancement based on principle component analysis,Xiang Xu and Wanquan Liu and Svetha Venkatesh,2012,15,International Journal of Machine Learning and Cybernetics
10.1007/s13042-014-0290-9,Speeding up maximal fully-correlated itemsets search in large databases,Lian Duan and W. Nick Street,2016,1,International Journal of Machine Learning and Cybernetics
10.1007/s13042-021-01478-3,Kernel alignment-based three-way clustering on attribute space and its application in stroke risk identification,Ting Wang and Bingzhen Sun and Chao Jiang and Heng Weng and Xiaoli Chu,2022,0,International Journal of Machine Learning and Cybernetics
10.1007/s13042-015-0397-7,Directivity and SLL optimization of time modulated concentric circular antenna array synthesis: an hybrid evolutionary approach,Gopi Ram and Durbadal Mandal and Rajib Kar and Sakti Prasad Ghoshal,2015,2,International Journal of Machine Learning and Cybernetics
10.1007/s13042-021-01354-0,Correction to: Rotation Forest for multi-target regression,Juan J. Rodríguez and Mario Juez-Gil and Carlos López-Nozal and Álvar Arnaiz-González,2022,0,International Journal of Machine Learning and Cybernetics
10.1007/s13042-012-0096-6,Machine learning based air traffic control strategy,Amjad Rehman,2021,1,International Journal of Machine Learning and Cybernetics
10.1007/s13042-014-0235-3,Reduced-reference image quality assessment through SIFT intensity ratio,Tongfeng Sun and Shifei Ding and Wei Chen,2014,4,International Journal of Machine Learning and Cybernetics
10.1007/s13042-022-01569-9,A robust novelty detection framework based on ensemble learning,Biao Wang and Wenjing Wang and Na Wang and Zhizhong Mao,2022,0,International Journal of Machine Learning and Cybernetics
10.1007/s13042-016-0579-y,Multiple attribute group decision making based on generalized trapezoid fuzzy linguistic prioritized weighted average operator,Rajkumar Verma,2017,13,International Journal of Machine Learning and Cybernetics
10.1007/s13042-018-0820-y,Advancing competitive position in healthcare: a hybrid metaheuristic nutrition decision support system,Yusuf Yalcin Ileri and Mehmet Hacibeyoglu,2019,2,International Journal of Machine Learning and Cybernetics
10.1007/s13042-015-0483-x,Separation of dynamic data and recovery of P-abnormal data,Yuying Li and Jintong Li and Qunsheng Ruan and Yuqin Wu,2017,2,International Journal of Machine Learning and Cybernetics
10.1007/s13042-014-0297-2,Linguistic rough sets,Manish Agarwal and Themis Palpanas,2016,3,International Journal of Machine Learning and Cybernetics
10.1007/s13042-016-0610-3,An improved dynamic discrete firefly algorithm for blind image steganalysis,Rita Rana Chhikara and Prabha Sharma and Latika Singh,2018,21,International Journal of Machine Learning and Cybernetics
10.1007/s13042-019-01038-w,Object-based feature extraction for hyperspectral data using firefly algorithm,Hamid Reza Shahdoosti and Zahra Tabatabaei,2020,3,International Journal of Machine Learning and Cybernetics
10.1007/s13042-021-01476-5,Multigranulation double-quantitative decision-theoretic rough sets based on logical operations,Mengmeng Li and Chiping Zhang and Minghao Chen and Weihua Xu,2022,2,International Journal of Machine Learning and Cybernetics
10.1007/s13042-020-01257-6,$$L_{p}$$-norm probabilistic K-means clustering via nonlinear programming,Bowen Liu and Yujian Li and Ting Zhang and Zhaoying Liu,2021,1,International Journal of Machine Learning and Cybernetics
10.1007/s13042-013-0166-4,Virtual machine security challenges: case studies,Amjad Rehman and Sultan Alqahtani and Ayman Altameem and Tanzila Saba,2014,17,International Journal of Machine Learning and Cybernetics
10.1007/s13042-022-01529-3,A novel feature selection method using generalized inverted Dirichlet-based HMMs for image categorization,Rim Nasfi and Nizar Bouguila,2022,2,International Journal of Machine Learning and Cybernetics
