DOI,Título,Autores,Año,Citas,Revista
10.1007/s12530-012-9065-2,Detecting and Visualizing the Change in Classification of Customer Profiles based on Transactional Data,Edward Apeh and Bogdan Gabrys,2013,2,Evolving Systems
10.1007/s12530-018-9237-9,Mutual information algorithms for optimal attribute selection in data driven partitions of databases,Ioannis M. Stephanakis and Theodoros Iliou and George Anastassopoulos,2020,2,Evolving Systems
10.1007/s12530-012-9062-5,Dynamic Clustering,Abdelhamid Bouchachia,2012,13,Evolving Systems
10.1007/s12530-020-09350-5,"Optimization of a building energy performance by a multi-objective optimization, using sustainable energy combinations",Xiaoyan Li and Dragan Rodriguez,2021,1,Evolving Systems
10.1007/s12530-010-9019-5,Application of evolving fuzzy modeling to fault tolerant control,D. Chivala and L. F. Mendonça and J. M. C. Sousa and J. M. G. Sá da Costa,2010,7,Evolving Systems
10.1007/s12530-020-09358-x,Identification and eradication of attacker node in a mobile ad-hoc network environment using prediction model on delay factor,V. M. Gayathri and P. Supraja,2021,0,Evolving Systems
10.1007/s12530-012-9055-4,The use of time stamps in handling latency and concept drift in online learning,G. R. Marrs and M. M. Black and R. J. Hickey,2012,5,Evolving Systems
10.1007/s12530-014-9114-0,Potential of evolving AR and ARX models in signal recovering,Ahmad Kalhor,2016,1,Evolving Systems
10.1007/s12530-013-9087-4,A self-organized system improving inner topology for data sharing efficiency,Frédéric Armetta and Mohammed Haddad and Salima Hassas and Hamamache Kheddouci,2014,0,Evolving Systems
10.1007/s12530-022-09437-1,A novel approach for controlling DC motor speed using NARXnet based FOPID controller,Vijaya Kumar Munagala and Ravi Kumar Jatoth,2023,1,Evolving Systems
10.1007/s12530-011-9038-x,Incremental model selection and ensemble prediction under virtual concept drifting environments,Koichiro Yamauchi,2011,2,Evolving Systems
10.1007/s12530-021-09399-w,Editorial on the Special Issue Innovations of Evolving-Adaptive Systems in the Era of the 4th Industrial Revolution,Lazaros Iliadis,2021,0,Evolving Systems
10.1007/s12530-020-09355-0,An archetype for evolving dynamics of primitive human culture,Dhritiman Talukdar and Kishore Dutta,2021,0,Evolving Systems
10.1007/s12530-017-9190-z,Predictive intelligence to the edge: impact on edge analytics,Natascha Harth and Christos Anagnostopoulos and Dimitrios Pezaros,2018,15,Evolving Systems
10.1007/s12530-020-09330-9,Improving the PSO method for global optimization problems,Ioannis G. Tsoulos and Alexandros Tzallas and Evaggelos Karvounis,2021,4,Evolving Systems
10.1007/s12530-014-9111-3,"Special issue: applications, results &amp; future direction (EAIS 12): 2",José Antonio Iglesias Martínez and Igor Škrjanc,2014,0,Evolving Systems
10.1007/s12530-014-9120-2,Object tracking based on the somatosensory system,Mohamed Tahar Abdelkrim and Hayet Farida Merouani and Zoubida Benhammadi,2015,0,Evolving Systems
