DOI,Título,Autores,Año,Citas,Revista
10.1023/a:1010074717057,n.m.,Peter A. Whigham,2001,1,Genetic Programming and Evolvable Machines
10.1007/s10710-005-6163-y,Acknowledgment,W. Banzhaf,2005,0,Genetic Programming and Evolvable Machines
10.1007/s10710-023-09449-z,Framework for unsupervised incremental evolution of stylized images,Florian Uhde,2023,0,Genetic Programming and Evolvable Machines
10.1007/s10710-017-9287-y,"Introduction to the peer commentary special section on “On the Mapping of Genotype to Phenotype in Evolutionary Algorithms” by Peter A. Whigham, Grant Dick, and James Maclaurin",Lee Spector,2017,6,Genetic Programming and Evolvable Machines
10.1007/s10710-015-9256-2,Malachy Eaton: Evolutionary humanoid robotics,Jürgen Leitner,2016,0,Genetic Programming and Evolvable Machines
10.1007/s10710-011-9131-8,The evolution of standard cell libraries for future technology nodes,James Alfred Walker and James A. Hilder and Dave Reid and Asen Asenov and Scott Roy and Campbell Millar and Andy M. Tyrrell,2011,10,Genetic Programming and Evolvable Machines
10.1007/s10710-008-9069-7,An improved representation for evolving programs,M. S. Withall and C. J. Hinde and R. G. Stone,2009,3,Genetic Programming and Evolvable Machines
10.1023/a:1020167426088,n.m.,Brad Dolin and J.J. Merelo,2002,2,Genetic Programming and Evolvable Machines
10.1007/s10710-013-9200-2,Genetic programming: where meaning emerges from program code,Krzysztof Krawiec,2014,7,Genetic Programming and Evolvable Machines
10.1007/s10710-016-9263-y,Learning to rank: new approach with the layered multi-population genetic programming on click-through features,Amir Hosein Keyhanipour and Behzad Moshiri and Farhad Oroumchian and Maseud Rahgozar and Kambiz Badie,2016,5,Genetic Programming and Evolvable Machines
10.1007/s10710-016-9266-8,"Anthony Brabazon, Michael O’Neill, Sean McGarraghy: Natural computing algorithms",Simone A. Ludwig,2016,0,Genetic Programming and Evolvable Machines
10.1007/s10710-013-9194-9,Introduction to special section: Best of EuroGP/EvoBio,James A. Foster,2013,0,Genetic Programming and Evolvable Machines
10.1007/s10710-015-9243-7,Prudent alignment and crossover of decision trees in genetic programming,Matej Šprogar,2015,6,Genetic Programming and Evolvable Machines
10.1007/s10710-009-9087-0,GP challenge: evolving energy function for protein structure prediction,Paweł Widera and Jonathan M. Garibaldi and Natalio Krasnogor,2010,13,Genetic Programming and Evolvable Machines
10.1007/s10710-007-9045-7,Detecting the epistatic structure of generalized embedded landscape,Shude Zhou and Robert B. Heckendorn and Zengqi Sun,2008,3,Genetic Programming and Evolvable Machines
10.1007/s10710-011-9132-7,Formal verification of candidate solutions for post-synthesis evolutionary optimization in evolvable hardware,Zdenek Vasicek and Lukas Sekanina,2011,39,Genetic Programming and Evolvable Machines
10.1023/a:1011905527157,n.m.,N. Shaaban and S. Hasegawa and A. Suzuki and H. Takahashi,2001,3,Genetic Programming and Evolvable Machines
10.1007/s10710-021-09421-9,Highlights of genetic programming 2020 events,Miguel Nicolau,2021,0,Genetic Programming and Evolvable Machines
10.1007/s10710-007-9054-6,Editorial introduction,Wolfgang Banzhaf,2008,0,Genetic Programming and Evolvable Machines
10.1007/s10710-019-09346-4,A multi-level grammar approach to grammar-guided genetic programming: the case of scheduling in heterogeneous networks,Takfarinas Saber and David Fagan and David Lynch and Stepan Kucera and Holger Claussen and Michael O’Neill,2019,6,Genetic Programming and Evolvable Machines
10.1007/s10710-010-9126-x,"Hitoshi Iba, Topon Kumar Paul, Yoshohiko Hasegawa: Applied genetic programming and machine learning",Kalyan Veeramachaneni,2011,0,Genetic Programming and Evolvable Machines
10.1007/s10710-014-9240-2,Editorial introduction,Lee Spector,2015,0,Genetic Programming and Evolvable Machines
10.1007/s10710-014-9232-2,Multiobjective optimization algorithms for motif discovery in DNA sequences,David L. González-Álvarez and Miguel A. Vega-Rodríguez and Álvaro Rubio-Largo,2015,4,Genetic Programming and Evolvable Machines
10.1007/s10710-021-09420-w,"Robert Elliott Smith: Rage Inside the Machine—the prejudice of algorithms, and how to stop the internet making bigots of us all",Walid Magdy,2022,0,Genetic Programming and Evolvable Machines
10.1007/s10710-021-09423-7,Generating networks of genetic processors,Marcelino Campos and José M. Sempere,2022,0,Genetic Programming and Evolvable Machines
10.1007/s10710-021-09408-6,Inference of time series components by online co-evolution,Danil Koryakin and Sebastian Otte and Martin V. Butz,2022,0,Genetic Programming and Evolvable Machines
10.1007/s10710-012-9163-8,Open-ended evolution to discover analogue circuits for beyond conventional applications,Yerbol A. Sapargaliyev and Tatiana G. Kalganova,2012,10,Genetic Programming and Evolvable Machines
10.1007/s10710-012-9157-6,Moshe Sipper: Evolved to Win,Timothy Gosling,2012,0,Genetic Programming and Evolvable Machines
10.1007/s10710-017-9304-1,A meta-grammatical evolutionary process for portfolio selection and trading,Iván Contreras and J. Ignacio Hidalgo and Laura Nuñez-Letamendía and J. Manuel Velasco,2017,6,Genetic Programming and Evolvable Machines
10.1007/s10710-011-9149-y,A Markovianity based optimisation algorithm,Siddhartha Shakya and Roberto Santana and Jose A. Lozano,2012,25,Genetic Programming and Evolvable Machines
10.1007/s10710-007-9034-x,"Adaptive learning of polynomial networks, genetic programming, backpropagation and Bayesian methods, series on genetic and evolutionary computation",Diego H. Milone,2007,2,Genetic Programming and Evolvable Machines
10.1007/s10710-015-9259-z,Acknowledgment to Reviewers,L. Spector,2016,0,Genetic Programming and Evolvable Machines
10.1007/s10710-011-9129-2,The route to a defect tolerant LUT through artificial evolution,Asbjoern Djupdal and Pauline C. Haddow,2011,3,Genetic Programming and Evolvable Machines
10.1007/s10710-013-9211-z,Acknowledgment,Lee Spector,2014,0,Genetic Programming and Evolvable Machines
10.1007/s10710-005-2991-z,Ant Colony Optimization,Katya Rodríguez Vázquez,2005,3,Genetic Programming and Evolvable Machines
10.1007/s10710-013-9209-6,Peer commentary on Wolfgang Banzhaf’s “genetic programming and emergence”,Lee Spector,2014,0,Genetic Programming and Evolvable Machines
10.1023/a:1025128524617,n.m.,David J. Hand,2003,1,Genetic Programming and Evolvable Machines
10.1007/s10710-022-09434-y,Applying genetic programming to PSB2: the next generation program synthesis benchmark suite,Thomas Helmuth and Peter Kelly,2022,0,Genetic Programming and Evolvable Machines
10.1007/s10710-021-09407-7,"Introducing Design Automation for Quantum Computing, Alwin Zulehner and Robert Wille. ISBN 978-3-030-41753-6, 2020, Springer International Publishing. 222 Pages, 51 b/w illustrations, 14 illustrations in colour",Robin Harper,2021,1,Genetic Programming and Evolvable Machines
10.1007/s10710-017-9290-3,"Probing the axioms of evolutionary algorithm design: Commentary on “On the mapping of genotype to phenotype in evolutionary algorithms” by Peter A. Whigham, Grant Dick, and James Maclaurin",Lee Altenberg,2017,4,Genetic Programming and Evolvable Machines
10.1007/s10710-007-9055-5,Acknowledgment,,2008,0,Genetic Programming and Evolvable Machines
10.1007/s10710-019-09349-1,Acknowledgment to reviewers,Lee Spector,2019,0,Genetic Programming and Evolvable Machines
10.1007/s10710-013-9203-z,Commentary on “Genetic Programming and Emergence”,Moshe Sipper,2014,1,Genetic Programming and Evolvable Machines
10.1007/s10710-019-09367-z,Inspyred: Bio-inspired algorithms in Python,Alberto Tonda,2020,11,Genetic Programming and Evolvable Machines
10.1007/s10710-010-9118-x,"Redundancies in linear GP, canonical transformation, and its exploitation: a demonstration on image feature synthesis",Ukrit Watchareeruetai and Yoshinori Takeuchi and Tetsuya Matsumoto and Hiroaki Kudo and Noboru Ohnishi,2011,3,Genetic Programming and Evolvable Machines
10.1007/s10710-007-9037-7,Introduction to the special issue on medical applications of Genetic and Evolutionary Computation,Stephen L. Smith and Stefano Cagnoni,2007,1,Genetic Programming and Evolvable Machines
10.1007/s10710-009-9098-x,Editorial introduction,Lee Spector,2010,0,Genetic Programming and Evolvable Machines
10.1007/s10710-018-9335-2,"Evelyne Lutton, Nathalie Perrot, Alberto Tonda: Evolutionary algorithms for food science and technology",Kelly Androutsopoulos,2019,0,Genetic Programming and Evolvable Machines
10.1007/s10710-005-3718-x,Evolvable Components—From Theory to Hardware Implementations,Tughrul Arslan,2005,1,Genetic Programming and Evolvable Machines
10.1007/s10710-011-9130-9,Hardware spiking neural network prototyping and application,Seamus Cawley and Fearghal Morgan and Brian McGinley and Sandeep Pande and Liam McDaid and Snaider Carrillo and Jim Harkin,2011,37,Genetic Programming and Evolvable Machines
10.1007/s10710-018-9330-7,Data exploration in evolutionary reconstruction of PET images,Cameron C. Gray and Shatha F. Al-Maliki and Franck P. Vidal,2018,1,Genetic Programming and Evolvable Machines
10.1007/s10710-012-9171-8,A comparison of grammatical genetic programming grammars for controlling femtocell network coverage,Erik Hemberg and Lester Ho and Michael O’Neill and Holger Claussen,2013,18,Genetic Programming and Evolvable Machines
10.1023/b:genp.0000036019.81454.41,Immune Memory and Gene Library Evolution in the Dynamic Clonal Selection Algorithm,Jungwon Kim and Peter Bentley,2004,39,Genetic Programming and Evolvable Machines
10.1023/b:genp.0000023688.42515.92,Particle Swarm Optimisation for Protein Motif Discovery,Bill C. H. Chang and Asanga Ratnaweera and Saman K. Halgamuge and Harry C. Watson,2004,33,Genetic Programming and Evolvable Machines
10.1007/s10710-006-9017-3,Self-adaptation of evolution strategies under noisy fitness evaluations,Hans-Georg Beyer and Silja Meyer-Nieberg,2006,16,Genetic Programming and Evolvable Machines
10.1007/s10710-018-9326-3,Self-adaptive multi-population genetic algorithms for dynamic resource allocation in shared hosting platforms,Azam Shirali and Javidan Kazemi Kordestani and Mohammad Reza Meybodi,2018,8,Genetic Programming and Evolvable Machines
10.1007/s10710-009-9085-2,Automated synthesis of resilient and tamper-evident analog circuits without a single point of failure,Kyung-Joong Kim and Adrian Wong and Hod Lipson,2010,18,Genetic Programming and Evolvable Machines
10.1007/s10710-019-09374-0,Towards the use of genetic programming in the ecological modelling of mosquito population dynamics,Irene Azzali and Leonardo Vanneschi and Andrea Mosca and Luigi Bertolotti and Mario Giacobini,2020,4,Genetic Programming and Evolvable Machines
10.1007/s10710-013-9191-z,"Guest editorial: special issue on biologically inspired music, sound, art and design",Juan Romero and Penousal Machado and Adrian Carballal,2013,5,Genetic Programming and Evolvable Machines
10.1023/a:1025124423708,n.m.,Kosuke Imamura and Terence Soule and Robert B. Heckendorn and James A. Foster,2003,33,Genetic Programming and Evolvable Machines
10.1023/b:genp.0000017010.41337.a7,Exact Schema Theory and Markov Chain Models for Genetic Programming and Variable-length Genetic Algorithms with Homologous Crossover,Riccardo Poli and Nicholas Freitag McPhee and Jonathan E. Rowe,2004,35,Genetic Programming and Evolvable Machines
10.1007/s10710-011-9151-4,Symbiotic coevolutionary genetic programming: a benchmarking study under large attribute spaces,John A. Doucette and Andrew R. McIntyre and Peter Lichodzijewski and Malcolm I. Heywood,2012,27,Genetic Programming and Evolvable Machines
10.1007/s10710-010-9121-2,Semantically-based crossover in genetic programming: application to real-valued symbolic regression,Nguyen Quang Uy and Nguyen Xuan Hoai and Michael O’Neill and R. I. McKay and Edgar Galván-López,2011,177,Genetic Programming and Evolvable Machines
10.1007/s10710-015-9249-1,Grammar-based generation of variable-selection heuristics for constraint satisfaction problems,Alejandro Sosa-Ascencio and Gabriela Ochoa and Hugo Terashima-Marin and Santiago Enrique Conant-Pablos,2016,18,Genetic Programming and Evolvable Machines
10.1007/s10710-011-9144-3,The evolution of higher-level biochemical reaction models,Brian J. Ross,2012,2,Genetic Programming and Evolvable Machines
10.1007/s10710-011-9139-0,Sean Luke: essentials of metaheuristics,Michael Lones,2011,14,Genetic Programming and Evolvable Machines
10.1023/a:1015531909333,n.m.,Annie S. Wu and Ivan Garibay,2002,24,Genetic Programming and Evolvable Machines
10.1007/s10710-015-9258-0,An automatic solver for very large jigsaw puzzles using genetic algorithms,Dror Sholomon and Omid E. David and Nathan S. Netanyahu,2016,20,Genetic Programming and Evolvable Machines
10.1007/s10710-019-09345-5,A genetic programming framework in the automatic design of combination models for salient object detection,Marco A. Contreras-Cruz and Diana E. Martinez-Rodriguez and Uriel H. Hernandez-Belmonte and Victor Ayala-Ramirez,2019,2,Genetic Programming and Evolvable Machines
10.1007/s10710-021-09409-5,Software review: Pony GE2,Tuong Manh Vu,2021,1,Genetic Programming and Evolvable Machines
10.1007/s10710-022-09439-7,Melanie Mitchell: Artificial intelligence—a guide for thinking humans,Didem Özkiziltan,2022,0,Genetic Programming and Evolvable Machines
10.1007/s10710-012-9172-7,Locally geometric semantic crossover: a study on the roles of semantics and homology in recombination operators,Krzysztof Krawiec and Tomasz Pawlak,2013,33,Genetic Programming and Evolvable Machines
10.1007/s10710-008-9075-9,Dynamic limits for bloat control in genetic programming and a review of past and current bloat theories,Sara Silva and Ernesto Costa,2009,102,Genetic Programming and Evolvable Machines
10.1007/s10710-010-9105-2,Variable population size and evolution acceleration: a case study with a parallel evolutionary algorithm,Ting Hu and Simon Harding and Wolfgang Banzhaf,2010,22,Genetic Programming and Evolvable Machines
10.1007/s10710-007-9038-6,Quotients of Markov chains and asymptotic properties of the stationary distribution of the Markov chain associated to an evolutionary algorithm,Boris Mitavskiy and Jonathan E. Rowe and Alden Wright and Lothar M. Schmitt,2008,8,Genetic Programming and Evolvable Machines
10.1007/s10710-005-7621-2,Visualizing Tree Structures in Genetic Programming,Jason M. Daida and Adam M. Hilss and David J. Ward and Stephen L. Long,2005,23,Genetic Programming and Evolvable Machines
10.1007/s10710-006-9004-8,On the impact of objective function transformations on evolutionary and black-box algorithms,Tobias Storch,2006,2,Genetic Programming and Evolvable Machines
10.1007/s10710-005-7578-1,The Fast Evaluation Strategy for Evolvable Hardware,Mehrdad Salami and Tim Hendtlass,2005,12,Genetic Programming and Evolvable Machines
10.1007/s10710-008-9076-8,Using enhanced genetic programming techniques for evolving classifiers in the context of medical diagnosis,Stephan M. Winkler and Michael Affenzeller and Stefan Wagner,2009,22,Genetic Programming and Evolvable Machines
10.1007/s10710-005-2985-x,MicroGP—An Evolutionary Assembly Program Generator,Giovanni Squillero,2005,44,Genetic Programming and Evolvable Machines
10.1007/s10710-008-9065-y,Scaling of program functionality,W. B. Langdon,2009,4,Genetic Programming and Evolvable Machines
10.1007/s10710-017-9312-1,Comparing three online evolvable hardware implementations of a classification system,Oscar Garnica and Kyrre Glette and Jim Torresen,2018,4,Genetic Programming and Evolvable Machines
10.1023/a:1011544128842,n.m.,Jean Louchet,2001,20,Genetic Programming and Evolvable Machines
10.1007/s10710-005-7617-y,A New Approach for Predicting the Final Outcome of Evolution Strategy Optimization Under Noise,Hans-George Beyer and Dirk V. Arnold and Silja Meyer-Nieberg,2005,14,Genetic Programming and Evolvable Machines
10.1007/s10710-017-9301-4,Evolutionary hyper-heuristics for tackling bi-objective 2D bin packing problems,Juan Carlos Gomez and Hugo Terashima-Marín,2018,26,Genetic Programming and Evolvable Machines
