DOI,Título,Autores,Año,Citas,Revista
10.1016/j.datak.2006.10.005,Strategies for improving the modeling and interpretability of Bayesian networks,Ádamo L. de Santana and Carlos R. Francês and Cláudio A. Rocha and Solon V. Carvalho and Nandamudi L. Vijaykumar and Liviane P. Rego and João C. Costa,2007,16,Data &amp; Knowledge Engineering
10.1016/j.datak.2010.12.003,Transaction processing in a peer to peer database network,Mehedi Masud and Iluju Kiringa,2011,9,Data &amp; Knowledge Engineering
10.1016/j.datak.2014.03.001,Automatically generating data linkages using class-based discriminative properties,Wei Hu and Rui Yang and Yuzhong Qu,2014,8,Data &amp; Knowledge Engineering
10.1016/j.datak.2015.09.004,Empirical insights into the development of a service-oriented enterprise architecture,Ayed Alwadain and Erwin Fielt and Axel Korthaus and Michael Rosemann,2016,26,Data &amp; Knowledge Engineering
10.1016/j.datak.2017.06.001,Learning multiple layers of knowledge representation for aspect based sentiment analysis,Duc-Hong Pham and Anh-Cuong Le,2018,73,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.07.003,Inferring the semantic properties of sentences by mining syntactic parse trees,Boris A. Galitsky and Josep Lluis de la Rosa and Gábor Dobrocsi,2012,39,Data &amp; Knowledge Engineering
10.1016/j.datak.2004.12.009,Complexity and clarity in conceptual modeling: Comparison of mandatory and optional properties,Andrew Gemino and Yair Wand,2005,127,Data &amp; Knowledge Engineering
10.1016/j.datak.2006.06.017,Regression analysis for massive datasets,Tsai-Hung Fan and Dennis K.J. Lin and Kuang-Fu Cheng,2007,19,Data &amp; Knowledge Engineering
10.1016/j.datak.2020.101850,Interpretable Anomaly Prediction: Predicting anomalous behavior in industry 4.0 settings via regularized logistic regression tools,Rocco Langone and Alfredo Cuzzocrea and Nikolaos Skantzos,2020,11,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.09.002,FRACTURE mining: Mining frequently and concurrently mutating structures from historical XML documents,Ling Chen and Sourav S. Bhowmick and Liang-Tien Chia,2006,8,Data &amp; Knowledge Engineering
10.1016/j.datak.2019.01.004,AuMixDw: Towards an automated hybrid approach for building XML data warehouses,Zoubir Ouaret and Doulkifli Boukraa and Omar Boussaid and Rachid Chalal,2019,2,Data &amp; Knowledge Engineering
10.1016/s0169-023x(99)00047-6,Introductory paper: Reflections on Conceptual Modelling,Natalia Juristo and Ana M. Moreno,2000,13,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.101981,Clustering sequence graphs,Haodi Zhong and Grigorios Loukides and Solon P. Pissis,2022,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2011.02.004,A log-linear approach to mining significant graph-relational patterns,Christopher A. Besemann and Jianfei Wu and Anne M. Denton,2011,4,Data &amp; Knowledge Engineering
10.1016/j.datak.2003.07.001,Broadcast program generation for Webcasting,Dimitrios Katsaros and Yannis Manolopoulos,2004,11,Data &amp; Knowledge Engineering
10.1016/s0169-023x(03)00103-4,Building and maintaining ontologies: a set of algorithms,Nadira Lammari and Elisabeth Métais,2004,55,Data &amp; Knowledge Engineering
10.1016/j.datak.2007.06.002,A Web Ontology Service to facilitate interoperability within a Spatial Data Infrastructure: Applicability to discovery,J. Lacasta and J. Nogueras-Iso and R. Béjar and P.R. Muro-Medrano and F.J. Zarazaga-Soria,2007,39,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.02.013,Process instantiation,G. Decker and J. Mendling,2009,38,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.02.001,Rule-based update methods for a hybrid rule base,Jim Prentzas and Ioannis Hatzilygeroudis,2005,7,Data &amp; Knowledge Engineering
10.1016/j.datak.2010.06.001,Mining process models with prime invisible tasks,Lijie Wen and Jianmin Wang and Wil M.P. van der Aalst and Biqing Huang and Jiaguang Sun,2010,75,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.02.012,Deciding service composition and substitutability using extended operating guidelines,Christian Stahl and Karsten Wolf,2009,24,Data &amp; Knowledge Engineering
10.1016/j.datak.2010.07.006,Reasoning with large ontologies stored in relational databases: The OntoMinD approach,Lina Al-Jadir and Christine Parent and Stefano Spaccapietra,2010,25,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.07.006,"Representing, analysing and managing Web service protocols",Boualem Benatallah and Fabio Casati and Farouk Toumani,2006,131,Data &amp; Knowledge Engineering
10.1016/s0169-023x(01)00028-3,CPI: Constraints-Preserving Inlining algorithm for mapping XML DTD to relational schema,Dongwon Lee and Wesley W. Chu,2001,31,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00122-2,Image indexing and retrieval using signature trees,Mario A. Nascimento and Eleni Tousidou and Vishal Chitkara and Yannis Manolopoulos,2002,19,Data &amp; Knowledge Engineering
10.1016/j.datak.2011.10.004,Management of geometric knowledge in textbooks,Xiaoyu Chen and Dongming Wang,2012,13,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00208-2,Indexing for progressive skyline computation,Pin-Kwang Eng and Beng Chin Ooi and Kian-Lee Tan,2003,11,Data &amp; Knowledge Engineering
10.1016/j.datak.2011.09.008,Narrative-based taxonomy distillation for effective indexing of text collections,Mario Cataldi and K. Selçuk Candan and Maria Luisa Sapino,2012,5,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00133-7,Optimizing temporal queries: efficient handling of duplicates,Ivan T. Bowman and David Toman,2003,4,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00052-6,Database Lexicography,Gary Coen,2002,4,Data &amp; Knowledge Engineering
10.1016/j.datak.2010.03.006,Automatic validation of requirements to support multidimensional design,Oscar Romero and Alberto Abelló,2010,40,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00024-1,Spoken query processing for interactive information retrieval,Fabio Crestani,2002,15,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102103,An automated multi-web platform voting framework to predict misleading information proliferated during COVID-19 outbreak using ensemble method,Deepika Varshney and Dinesh Kumar Vishwakarma,2023,1,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102058,From base data to knowledge discovery – A life cycle approach – Using multilayer networks,Abhishek Santra and Kanthi Komar and Sanjukta Bhowmick and Sharma Chakravarthy,2022,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2006.03.010,Parameterized subscriptions in publish/subscribe systems,Yongqiang Huang and Hector Garcia-Molina,2007,11,Data &amp; Knowledge Engineering
10.1016/j.datak.2014.07.003,Load-aware inter-co-processor parallelism in database query processing,Sebastian Breß and Norbert Siegmund and Max Heimel and Michael Saecker and Tobias Lauer and Ladjel Bellatreche and Gunter Saake,2014,11,Data &amp; Knowledge Engineering
10.1016/j.datak.2019.01.003,An efficient integer coding index algorithm for multi-scale time information management,Xiaochong Tong and Chengqi Cheng and Rong Wang and Lu Ding and Yong Zhang and Guangling Lai and Lin Wang and Bo Chen,2019,14,Data &amp; Knowledge Engineering
10.1016/j.datak.2016.02.003,Nearest neighbor query processing using the network voronoi diagram,Mei-Tzu Wang,2016,3,Data &amp; Knowledge Engineering
10.1016/j.datak.2007.03.001,WeR-trees,Panayiotis Bozanis and Panayiotis Foteinos,2007,6,Data &amp; Knowledge Engineering
10.1016/j.datak.2010.02.005,Noun retrieval effect on text summarization and delivery of personalized news articles to the user’s desktop,Christos Bouras and Vassilis Tsogkas,2010,7,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.06.004,A unified approach to structured and XML data modeling and manipulation,Matteo Magnani and Danilo Montesi,2006,4,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.12.007,Modeling consistency of spatio-temporal graphs,G. Del Mondo and M.A. Rodríguez and C. Claramunt and L. Bravo and R. Thibaud,2013,51,Data &amp; Knowledge Engineering
10.1016/j.datak.2023.102141,Generating multiple conceptual models from behavior-driven development scenarios,Abhimanyu Gupta and Geert Poels and Palash Bera,2023,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.04.009,Mining sequential patterns across multiple sequence databases,Wen-Chih Peng and Zhung-Xun Liao,2009,19,Data &amp; Knowledge Engineering
10.1016/j.datak.2019.05.005,Circular Bayesian classifiers using wrapped Cauchy distributions,Ignacio Leguey and Concha Bielza and Pedro Larrañaga,2019,4,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.02.007,Development of process execution rules for workload balancing on agents,Byung-Hyun Ha and Joonsoo Bae and Yong Tae Park and Suk-Ho Kang,2006,24,Data &amp; Knowledge Engineering
10.1016/j.datak.2008.10.008,Object-extended OLAP querying,Torben Bach Pedersen and Junmin Gu and Arie Shoshani and Christian S. Jensen,2009,14,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102129,Automatic schema construction of electrical graph data platform based on multi-source relational data models,Yachen Tang and Xingping Wu and Chunlei Zhou and Guangxin Zhu and Jinwei Song and Guangyi Liu and Zhihong Li,2023,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2007.04.003,Cell trees: An adaptive synopsis structure for clustering multi-dimensional on-line data streams,Nam Hun Park and Won Suk Lee,2007,22,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.02.001,Probabilistic Voronoi diagrams for probabilistic moving nearest neighbor queries,Mohammed Eunus Ali and Egemen Tanin and Rui Zhang and Ramamohanarao Kotagiri,2012,11,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.06.001,Constraint acquisition for Entity-Relationship models,Sven Hartmann and Sebastian Link and Thu Trinh,2009,12,Data &amp; Knowledge Engineering
10.1016/j.datak.2007.04.002,Extracting generalization hierarchies from relational databases: A reverse engineering approach,Nadira Lammari and Isabelle Comyn-Wattiau and Jacky Akoka,2007,19,Data &amp; Knowledge Engineering
10.1016/s0169-023x(03)00046-6,Conceptual framework for document semantic modelling: an application to document and knowledge management in the legal domain,D. Jouve and Y. Amghar and B. Chabbat and J.-M. Pinon,2003,7,Data &amp; Knowledge Engineering
10.1016/j.datak.2014.09.003,ATOLL—A framework for the automatic induction of ontology lexica,Sebastian Walter and Christina Unger and Philipp Cimiano,2014,8,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.07.001,Subspace top-k query processing using the hybrid-layer index with a tight bound,Jun-Seok Heo and Junghoo Cho and Kyu-Young Whang,2013,8,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.02.008,A concurrency control scheme for mobile transactions in broadcast disk environments,Sungwon Jung and Keunha Choi,2009,6,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.01.003,A branch and bound strategy for Fast Trajectory Similarity Measuring,Andre Salvaro Furtado and Laercio Lima Pilla and Vania Bogorny,2018,6,Data &amp; Knowledge Engineering
10.1016/j.datak.2004.03.006,"An EREC framework for e-contract modeling, enactment and monitoring",P. Radha Krishna and K. Karlapalem and D.K.W. Chiu,2004,37,Data &amp; Knowledge Engineering
10.1016/j.datak.2003.08.004,Efficient similarity-based operations for data integration,Eike Schallehn and Kai-Uwe Sattler and Gunter Saake,2004,35,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.05.011,Event ordering using TERSEO system,E. Saquete and R. Muñoz and P. Martínez-Barco,2006,14,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.10.006,Combining ontological profiles with context in information retrieval,Geir Solskinnsbakk and Jon Atle Gulla,2010,16,Data &amp; Knowledge Engineering
10.1016/j.datak.2007.06.006,Analyzing interacting WS-BPEL processes using flexible model generation,Niels Lohmann and Peter Massuthe and Christian Stahl and Daniela Weinberg,2008,75,Data &amp; Knowledge Engineering
10.1016/j.datak.2015.07.003,Ontology-based mappings,Giansalvatore Mecca and Guillem Rull and Donatello Santoro and Ernest Teniente,2015,11,Data &amp; Knowledge Engineering
10.1016/j.datak.2013.11.001,Detecting summarizability in OLAP,Tapio Niemi and Marko Niinimäki and Peter Thanisch and Jyrki Nummenmaa,2014,8,Data &amp; Knowledge Engineering
10.1016/j.datak.2020.101836,Mo.Re.Farming: A hybrid architecture for tactical and strategic precision agriculture,Enrico Gallinucci and Matteo Golfarelli and Stefano Rizzi,2020,6,Data &amp; Knowledge Engineering
10.1016/j.datak.2021.101962,Learning English and Arabic question similarity with Siamese Neural Networks in community question answering services,Nouha Othman and Rim Faiz and Kamel Smaïli,2022,5,Data &amp; Knowledge Engineering
10.1016/j.datak.2014.11.001,A system for mining interesting tourist locations and travel sequences from public geo-tagged photos,Abdul Majid and Ling Chen and Hamid Turab Mirza and Ibrar Hussain and Gencai Chen,2015,52,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.06.004,Minimally-supervised extraction of domain-specific part–whole relations using Wikipedia as knowledge-base,Ashwin Ittoo and Gosse Bouma,2013,19,Data &amp; Knowledge Engineering
10.1016/j.datak.2020.101800,A multi-view similarity measure framework for trouble ticket mining,Jian Xu and Jiapeng Mu and Gaorong Chen,2020,3,Data &amp; Knowledge Engineering
10.1016/j.datak.2017.08.002,Thematic ranking of object summaries for keyword search,Georgios J. Fakas and Yilun Cai and Zhi Cai and Nikos Mamoulis,2018,6,Data &amp; Knowledge Engineering
10.1016/j.datak.2017.07.008,Social emotion classification based on noise-aware training,Xin Li and Yanghui Rao and Haoran Xie and Xuebo Liu and Tak-Lam Wong and Fu Lee Wang,2019,15,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.02.005,From humor recognition to irony detection: The figurative language of social media,Antonio Reyes and Paolo Rosso and Davide Buscaldi,2012,146,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00209-4,Incremental mining of sequential patterns in large databases,Florent Masseglia and Pascal Poncelet and Maguelonne Teisseire,2003,92,Data &amp; Knowledge Engineering
10.1016/j.datak.2023.102173,Decision tree post-pruning without loss of accuracy using the SAT-PP algorithm with an empirical evaluation on clinical data,Teddy Lazebnik and Svetlana Bunimovich-Mendrazitsky,2023,1,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102019,How to build data-driven Strategy Maps? A methodological framework proposition,Lhorie Pirnay and Corentin Burnay,2022,1,Data &amp; Knowledge Engineering
10.1016/s0169-023x(01)00047-7,DEByE – Data Extraction By Example,Alberto H.F. Laender and Berthier Ribeiro-Neto and Altigran S. da Silva,2002,115,Data &amp; Knowledge Engineering
10.1016/j.datak.2003.08.007,Algorithms for processing K-closest-pair queries in spatial databases,A. Corral and Y. Manolopoulos and Y. Theodoridis and M. Vassilakopoulos,2004,70,Data &amp; Knowledge Engineering
10.1016/j.datak.2004.11.002,Temporal modelling and management of normative documents in XML format,Fabio Grandi and Federica Mandreoli and Paolo Tiberio,2005,34,Data &amp; Knowledge Engineering
10.1016/j.datak.2003.08.008,Benchmarking access methods for time-evolving regional data,Theodoros Tzouramanis and Michael Vassilakopoulos and Yannis Manolopoulos,2004,7,Data &amp; Knowledge Engineering
10.1016/s0169-023x(01)00010-6,A spatial model for complex objects with a broad boundary supporting queries on uncertain data,Eliseo Clementini and Paolino Di Felice,2001,41,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.11.008,Node labeling schemes for dynamic XML documents reconsidered,Theo Härder and Michael Haustein and Christian Mathis and Markus Wagner,2007,59,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.07.012,Cerno: Light-weight tool support for semantic annotation of textual documents,Nadzeya Kiyavitskaya and Nicola Zeni and James R. Cordy and Luisa Mich and John Mylopoulos,2009,48,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102124,Meta-heuristic Searched-Ensemble Learning for fake news detection with optimal weighted feature selection approach,S. Hannah Nithya and Arun Sahayadhas,2023,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102118,Survey of fake news detection using machine intelligence approach,Aishika Pal and n.m. Pranav and Moumita Pradhan,2023,1,Data &amp; Knowledge Engineering
10.1016/j.datak.2004.09.002,Linear correlation discovery in databases: a data mining approach,Roger H.L. Chiang and Chua Eng Huang Cecil and Ee-Peng Lim,2005,11,Data &amp; Knowledge Engineering
10.1016/j.datak.2007.06.005,"History-based joins: Semantics, soundness and implementation",Kees van Hee and Olivia Oanea and Alexander Serebrenik and Natalia Sidorova and Marc Voorhoeve,2008,8,Data &amp; Knowledge Engineering
10.1016/j.datak.2006.08.009,First-order temporal pattern mining with regular expression constraints,Sandra de Amo and Daniel A. Furtado,2007,15,Data &amp; Knowledge Engineering
10.1016/j.datak.2013.03.003,Debugging the missing is-a structure within taxonomies networked by partial reference alignments,Patrick Lambrix and Qiang Liu,2013,12,Data &amp; Knowledge Engineering
10.1016/j.datak.2008.06.010,Mining taxonomies of process models,Gianluigi Greco and Antonella Guzzo and Luigi Pontieri,2008,37,Data &amp; Knowledge Engineering
10.1016/s0169-023x(01)00034-9,A reference model for team-enabled workflow management systems,W.M.P. van der Aalst and A. Kumar,2001,71,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.06.005,Approximation of COSMIC functional size to support early effort estimation in Agile,Ishrar Hussain and Leila Kosseim and Olga Ormandjieva,2013,39,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102073,Reasoning on company takeovers: From tactic to strategy,Luigi Bellomarini and Lorenzo Bencivelli and Claudia Biancotti and Livia Blasi and Francesco Paolo Conteduca and Andrea Gentili and Rosario Laurendi and Davide Magnanimi and Michele Savini Zangrandi and Flavia Tonelli and Stefano Ceri and Davide Benedetto and Markus Nissl and Emanuel Sallinger,2022,1,Data &amp; Knowledge Engineering
10.1016/j.datak.2006.08.013,Genetic algorithms for approximate similarity queries,Renato Bueno and Agma J.M. Traina and Caetano Traina,2007,13,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.07.004,Extraction of the mismatch negativity elicited by sound duration decrements: A comparison of three procedures,Igor Kalyakin and Narciso González and Andriy Ivannikov and Heikki Lyytinen,2009,10,Data &amp; Knowledge Engineering
10.1016/j.datak.2008.08.004,Analysis of QoS in cooperative services for real time applications,F. Buccafurri and P. De Meo and M. Fugini and R. Furnari and A. Goy and G. Lax and P. Lops and S. Modafferi and B. Pernici and D. Redavid and G. Semeraro and D. Ursino,2008,16,Data &amp; Knowledge Engineering
10.1016/j.datak.2023.102157,Conceptually-grounded mapping patterns for Virtual Knowledge Graphs,Diego Calvanese and Avigdor Gal and Davide Lanti and Marco Montali and Alessandro Mosca and Roee Shraga,2023,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.02.001,Assessing the quality of domain ontologies: Metrics and an automated ranking system,Melinda McDaniel and Veda C. Storey and Vijayan Sugumaran,2018,20,Data &amp; Knowledge Engineering
10.1016/s0169-023x(00)00049-5,Information agent technology for the Internet: A survey,Matthias Klusch,2001,106,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.04.007,Automated discovery of structured process models from event logs: The discover-and-structure approach,Adriano Augusto and Raffaele Conforti and Marlon Dumas and Marcello La Rosa and Giorgio Bruno,2018,30,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102106,Transfer learning and sentiment analysis of Bahraini dialects sequential text data using multilingual deep learning approach,Thuraya M. Omran and Baraa T. Sharef and Crina Grosan and Yongmin Li,2023,1,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102062,System: A core conceptual modeling construct for capturing complexity,Roman Lukyanenko and Veda C. Storey and Oscar Pastor,2022,2,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.04.006,Business-driven data analytics: A conceptual modeling framework,Soroosh Nalchigar and Eric Yu,2018,33,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.09.004,Efficiency frontiers of XML cardinality constraints,Flavio Ferrarotti and Sven Hartmann and Sebastian Link,2013,14,Data &amp; Knowledge Engineering
10.1016/j.datak.2008.08.001,Comparison of approaches for estimating reliability of individual regression predictions,Zoran Bosnić and Igor Kononenko,2008,47,Data &amp; Knowledge Engineering
10.1016/s0169-023x(03)00065-x,egoisst: a negotiation support system for electronic business-to-business negotiations in e-commerce,Mareike Schoop and Aida Jertila and Thomas List,2003,138,Data &amp; Knowledge Engineering
10.1016/j.datak.2004.08.005,Conceptual modelling of web information systems,Klaus-Dieter Schewe and Bernhard Thalheim,2005,62,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102093,Wikipedia searches and the epidemiology of infectious diseases: A systematic review,Omar Enzo Santangelo and Vincenza Gianfredi and Sandro Provenzano,2022,3,Data &amp; Knowledge Engineering
10.1016/s0169-023x(10)00051-0,IFC - Editorial Board,,2010,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(03)00077-6,Editorial board,,2003,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2008.04.004,Cancer classification by gradient LDA technique using microarray gene expression data,Alok Sharma and Kuldip K. Paliwal,2008,54,Data &amp; Knowledge Engineering
10.1016/j.datak.2012.07.004,Optimal tag suppression for privacy protection in the semantic Web,Javier Parra-Arnau and David Rebollo-Monedero and Jordi Forné and Jose L. Muñoz and Oscar Esparza,2012,16,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.02.003,26th International Conference on Conceptual Modeling (ER 2007),Christine Parent and Klaus-Dieter Schewe and Veda C. Storey,2009,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(05)00135-7,Author index to volume,,2005,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2022.102137,SimBio: Adopting Particle Swarm Optimization for ontology-based biomedical term similarity assessment,Samira Babalou and Alsayed Algergawy and Birgitta König-Ries,2023,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.04.008,A probabilistic evaluation procedure for process model matching techniques,Elena Kuss and Henrik Leopold and Han van der Aa and Heiner Stuckenschmidt and Hajo A. Reijers,2018,11,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.04.004,"What you use, not what you do: Automatic classification and similarity detection of recipes",Hanna Kicherer and Marcel Dittrich and Lukas Grebe and Christian Scheible and Roman Klinger,2018,1,Data &amp; Knowledge Engineering
10.1016/j.datak.2017.10.003,Training set selection for monotonic ordinal classification,J.-R. Cano and S. García,2017,7,Data &amp; Knowledge Engineering
10.1016/s0169-023x(00)00014-8,A method for developing interactive multimedia from their semantic content,Harry W. Agius and Marios C. Angelides,2000,5,Data &amp; Knowledge Engineering
10.1016/j.datak.2013.05.007,Identifying streaming frequent items in ad hoc time windows,Michele Dallachiesa and Themis Palpanas,2013,13,Data &amp; Knowledge Engineering
10.1016/s0169-023x(06)00043-7,Author index to volume,,2006,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(06)00175-3,Author index to volume 59,,2006,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(08)00169-9,IFC - Editorial Board,,2009,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00041-1,The semantic web: yet another hip?,Ying Ding and Dieter Fensel and Michel Klein and Borys Omelayenko,2002,69,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.05.004,REERM: Reenhancing the entity–relationship model,Luis González Jiménez,2006,4,Data &amp; Knowledge Engineering
10.1016/s0169-023x(03)00121-6,Querying relational databases through XSLT,Jixue Liu and Millist Vincent,2004,2,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.11.001,Publishing inference–proof relational data: An implementation and experiments,Joachim Biskup and Christine Dahn and Katharina Diekmann and Ralf Menzel and Dirk Schalge and Lena Wiese,2019,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(04)00187-9,Author index to volume 52,,2005,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(07)00086-9,IFC - Editorial Board,,2007,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2006.03.006,Distribution design for higher-order data models,Hui Ma and Klaus-Dieter Schewe and Qing Wang,2007,8,Data &amp; Knowledge Engineering
10.1016/j.datak.2006.11.001,Performance analysis of long-lived cooperative transactions in active DBMS,Prithwish Kangsabanik and D.S. Yadav and R. Mall and A.K. Majumdar,2007,2,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.04.007,KDDML: A middleware language and system for knowledge discovery in databases,Andrea Romei and Salvatore Ruggieri and Franco Turini,2006,29,Data &amp; Knowledge Engineering
10.1016/s0169-023x(03)00034-x,Deriving and verifying statistical distribution of a hyperlink-based Web page quality metric,Devanshu Dhyani and Sourav S. Bhowmick and Wee-Keong Ng,2003,6,Data &amp; Knowledge Engineering
10.1016/j.datak.2006.06.016,Image retrieval system using R-tree self-organizing map,V.P. Subramanyam Rallabandi and S.K. Sett,2007,9,Data &amp; Knowledge Engineering
10.1016/s0169-023x(20)30325-6,Editorial Board,,2020,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(00)00018-5,A reflective infrastructure for workflow adaptability,David Edmond and Arthur H.M. ter Hofstede,2000,20,Data &amp; Knowledge Engineering
10.1016/s0169-023x(06)00064-4,Editorial Board,,2006,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.12.002,Moving view field nearest neighbor queries,Wooil Kim and Changbeom Shim and Wan Heo and Sungmin Yi and Yon Dohn Chung,2019,1,Data &amp; Knowledge Engineering
10.1016/s0169-023x(01)00043-x,An efficient workload-based data layout scheme for multidimensional data,Kazi A. Zaman and Sriram Padmanabhan,2001,1,Data &amp; Knowledge Engineering
10.1016/s0169-023x(14)00100-1,Editorial Board,,2014,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.01.002,Sampling strategies for extracting information from large data sets,Alexandru Boicea and Ciprian-Octavian Truică and Florin Rădulescu and Elena-Cristina Buşe,2018,6,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00055-1,Automating extraction of logical domains in a web site,Necip Fazıl Ayan and Wen-Syan Li and Okan Kolak,2002,4,Data &amp; Knowledge Engineering
10.1016/s0169-023x(03)00063-6,The constituents of business interaction––generic layered patterns,Mikael Lind and Göran Goldkuhl,2003,16,Data &amp; Knowledge Engineering
10.1016/j.datak.2014.09.002,Leveraging output term co-occurrence frequencies and latent associations in predicting medical subject headings,Ramakanth Kavuluru and Yuan Lu,2014,10,Data &amp; Knowledge Engineering
10.1016/j.datak.2010.12.001,Automated browsing in AJAX websites,Paula Montoto and Alberto Pan and Juan Raposo and Fernando Bellas and Javier López,2011,15,Data &amp; Knowledge Engineering
10.1016/j.datak.2008.08.005,Determining the best K for clustering transactional datasets: A coverage density-based approach,Hua Yan and Keke Chen and Ling Liu and Joonsoo Bae,2009,8,Data &amp; Knowledge Engineering
10.1016/j.datak.2011.03.002,Enhancing accuracy and expressive power of range query answers over incomplete spatial databases via a novel reasoning approach,Alfredo Cuzzocrea and Andrea Nucita,2011,8,Data &amp; Knowledge Engineering
10.1016/s0169-023x(10)00017-0,IFC - Editorial Board,,2010,0,Data &amp; Knowledge Engineering
10.1016/s0169-023x(04)00098-9,A framework for management of concurrent XML markup*1,A DEKHTYAR and I IACOB,2005,4,Data &amp; Knowledge Engineering
10.1016/j.datak.2005.03.002,The complexity of model checking for propositional default logics,Paolo Liberatore and Marco Schaerf,2005,3,Data &amp; Knowledge Engineering
10.1016/j.datak.2009.08.003,Reusing ontologies and language components for ontology generation,Deryle Lonsdale and David W. Embley and Yihong Ding and Li Xu and Martin Hepp,2010,40,Data &amp; Knowledge Engineering
10.1016/j.datak.2018.02.004,Using big data and network analysis to understand Wikipedia article quality,Jun Liu and Sudha Ram,2018,16,Data &amp; Knowledge Engineering
10.1016/j.datak.2007.06.017,Foreword for the DKE special issue with selected papers from the 8th International Conference on Enterprise Information Systems (ICEIS’ 2006),Joaquim Filippe and Yannis Manolopoulos,2008,0,Data &amp; Knowledge Engineering
10.1016/j.datak.2006.03.007,Histogram-by: A grouping operator for continuous domains,Seokjin Hong and Jinuk Bae and Taewon Lee and Sukho Lee,2007,2,Data &amp; Knowledge Engineering
10.1016/s0169-023x(04)00052-7,Subject index to volume 49,,2004,1,Data &amp; Knowledge Engineering
10.1016/s0169-023x(02)00153-2,Semantic refinement and error correction in large terminological knowledge bases,James Geller and Huanying Gu and Yehoshua Perl and Michael Halper,2003,29,Data &amp; Knowledge Engineering
10.1016/s0169-023x(01)00012-x,Fine-granularity signature caching in object database systems,Kjetil Nørvåg,2001,1,Data &amp; Knowledge Engineering
10.1016/s0169-023x(01)00037-4,Building virtual web views,Osmar R. Zaı̈ane,2001,6,Data &amp; Knowledge Engineering
